,0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,1.3
1981,0.0
1982,0.0
1983,0.8
1984,0.0
1985,0.0
1986,0.0
1987,8.76
1988,0.0
1989,0.0
1990,0.0
1991,4.48
1992,24.49
1993,0.14
1994,7.48
1995,1.44
1996,8.38
1997,9.93
1998,18.14
1999,15.2
2000,5.96
2001,20.8
2002,22.11
2003,4.29
2004,17.39
2005,16.96
2006,22.79
2007,48.26
2008,49.66
2009,40.9
2010,32.38
2011,31.39
2012,11.62
2013,12.28
2014,11.58
2015,16.98
2016,9.11
2017,0.01
2020,0.0
