,0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,5.04
1987,9.3
1988,11.76
1989,4.4
1990,9.04
1991,6.5
1992,13.72
1993,11.18
1994,14.22
1995,28.52
1996,87.92
1997,43.58
1998,56.16
1999,98.18
2000,58.07
2001,44.12
2002,91.56
2003,60.63
2004,107.95
2005,56.96
2006,115.43
2007,86.96
2008,118.91
2009,94.8
2010,139.34
2011,106.28
2012,94.02
2013,89.54
2014,92.07
2015,76.83
2016,47.11
2017,0.11
2020,0.0
