,0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.9
1982,0.0
1983,0.0
1984,0.0
1985,0.06
1986,0.0
1987,0.0
1988,0.06
1989,0.0
1990,2.28
1991,4.28
1992,4.28
1993,0.38
1994,5.46
1995,8.36
1996,22.66
1997,19.3
1998,14.22
1999,22.88
2000,6.77
2001,39.49
2002,21.62
2003,42.38
2004,21.66
2005,97.84
2006,43.47
2007,96.95
2008,92.33
2009,66.9
2010,43.69
2011,30.55
2012,27.25
2013,17.45
2014,11.39
2015,11.56
2016,4.47
2017,0.0
2020,0.29
