,0
1976,0.0
1977,1.71
1978,0.0
1979,0.31
1980,1.13
1981,29.68
1982,13.04
1983,5.99
1984,3.7
1985,7.04
1986,27.48
1987,2.24
1988,3.5
1989,9.28
1990,12.78
1991,13.52
1992,7.87
1993,3.62
1994,3.1
1995,7.14
1996,41.16
1997,55.17
1998,78.88
1999,56.73
2000,68.17
2001,118.96
2002,175.87
2003,135.94
2004,152.86
2005,172.14
2006,132.87
2007,211.31
2008,278.71
2009,275.57
2010,232.32
2011,240.92
2012,238.71
2013,246.47
2014,196.93
2015,147.73
2016,68.93
2017,0.04
2020,0.0
