,0
1976,0.0
1977,0.27
1978,0.0
1979,0.0
1980,0.32
1981,0.96
1982,3.14
1983,0.0
1984,11.9
1985,0.0
1986,3.92
1987,0.0
1988,4.28
1989,0.0
1990,12.52
1991,2.28
1992,18.08
1993,0.72
1994,4.38
1995,12.18
1996,56.48
1997,63.82
1998,55.8
1999,74.54
2000,40.28
2001,111.62
2002,62.58
2003,104.43
2004,95.66
2005,112.1
2006,67.82
2007,77.79
2008,140.27
2009,67.36
2010,69.1
2011,71.74
2012,27.43
2013,24.77
2014,33.63
2015,16.5
2016,6.68
2017,0.0
2020,0.0
