,0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,13.86
1982,10.06
1983,13.86
1984,1.38
1985,86.34
1986,18.78
1987,3.48
1988,55.46
1989,41.32
1990,45.94
1991,15.28
1992,26.84
1993,37.34
1994,57.48
1995,33.38
1996,56.46
1997,44.73
1998,59.76
1999,41.64
2000,32.12
2001,78.56
2002,92.23
2003,85.78
2004,94.48
2005,46.97
2006,99.32
2007,70.23
2008,70.33
2009,81.26
2010,62.11
2011,55.52
2012,37.0
2013,49.59
2014,17.78
2015,12.33
2016,8.6
2017,0.0
2020,0.0
