,0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,1.54
1981,0.0
1982,0.47
1983,0.0
1984,0.0
1985,2.1
1986,0.0
1987,10.84
1988,0.0
1989,0.0
1990,0.0
1991,0.78
1992,30.5
1993,17.5
1994,16.96
1995,29.7
1996,36.12
1997,23.52
1998,63.32
1999,28.52
2000,40.44
2001,36.24
2002,50.17
2003,47.66
2004,34.34
2005,42.44
2006,45.22
2007,35.0
2008,70.25
2009,63.9
2010,29.47
2011,44.77
2012,18.45
2013,14.16
2014,31.87
2015,16.14
2016,9.41
2017,0.0
2020,0.0
