,0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,1.88
1992,0.74
1993,1.62
1994,7.12
1995,13.02
1996,11.22
1997,15.43
1998,26.92
1999,36.91
2000,17.05
2001,15.1
2002,11.15
2003,16.04
2004,14.35
2005,10.62
2006,8.48
2007,18.69
2008,23.77
2009,24.82
2010,28.14
2011,17.96
2012,6.7
2013,12.23
2014,2.07
2015,3.79
2016,2.75
2017,0.0
2020,0.0
