,0
1976,0.44
1977,0.0
1978,0.59
1979,0.0
1980,0.0
1981,4.48
1982,20.06
1983,1.56
1984,6.28
1985,6.42
1986,0.0
1987,0.0
1988,11.16
1989,75.5
1990,12.0
1991,6.48
1992,9.68
1993,6.34
1994,3.06
1995,5.42
1996,7.82
1997,11.78
1998,12.68
1999,2.73
2000,7.64
2001,16.0
2002,10.69
2003,5.06
2004,17.55
2005,40.84
2006,21.65
2007,47.57
2008,30.64
2009,39.71
2010,22.19
2011,10.03
2012,3.53
2013,1.9
2014,3.06
2015,1.5
2016,0.05
2017,0.0
2020,0.0
