,0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,5.42
1981,0.0
1982,1.74
1983,4.28
1984,2.9
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,2.56
1990,0.0
1991,0.16
1992,9.88
1993,0.6
1994,5.72
1995,12.8
1996,21.36
1997,11.38
1998,23.89
1999,41.3
2000,31.08
2001,33.08
2002,32.41
2003,47.64
2004,62.64
2005,122.19
2006,134.45
2007,188.37
2008,175.55
2009,152.01
2010,191.68
2011,109.7
2012,44.52
2013,51.15
2014,47.99
2015,23.93
2016,7.34
2017,0.0
2020,0.0
