,0
0,The Legend of Zelda
1,World Class Track Meet
2,Metroid
3,Super Mario Bros.: The Lost Levels
4,Dragon Warrior
5,Pro Yakyuu Family Stadium
6,Rad Racer
7,Kid Icarus
8,Ghosts 'n Goblins
9,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki
10,Gradius
11,Castlevania
12,TwinBee
13,Ganbare Goemon! Karakuri Douchuu
14,Doraemon
15,Commando
16,Adventure Island
17,Star Soldier
18,The Mysterious Murasame Castle
19,Solaris
20,RealSports Boxing
21,Ghosts n Goblins
