,0
0,Super Mario World
1,Dr. Mario
2,F-1 Race
3,Dragon Warrior IV
4,F-Zero
5,Streets of Rage
6,Teenage Mutant Ninja Turtles II: The Arcade Game
7,Final Fight
8,Nintendo World Cup
9,Final Fantasy III
10,Disney's Chip 'n Dale: Rescue Rangers
11,Mega Man 3
12,Qix
13,Pilotwings
14,Extra Bases
15,Famista '91
16,Famista 91
17,Disney's Chip n Dale: Rescue Rangers
