,0
0,Super Mario Bros. 3
1,Super Mario Bros. 2
2,Tetris
3,Dragon Warrior III
4,Ice Hockey
5,R.C. Pro-Am
6,Donkey Kong Classics
7,Mega Man 2
8,Disney's DuckTales
9,Dragon Ball: Daimaou Fukkatsu
10,Pro Yakyuu Family Stadium '88
11,Final Fantasy II
12,River Raid II
13,Rampage
14,SimCity
15,Pro Yakyuu Family Stadium 88
