,0
0,Tetris
1,Super Mario Land
2,Dr. Mario
3,Teenage Mutant Ninja Turtles
4,Golf
5,Tennis
6,Alleyway
7,Disney's DuckTales
8,Baseball
9,Yakuman
10,SolarStriker
11,The Final Fantasy Legend
12,Famicom Jump: Eiyuu Retsuden
13,Castlevania III: Dracula's Curse
14,Double Dragon
15,Klax
16,Adventures of Lolo
17,Castlevania III: Draculas Curse
