,0
0,Baseball
1,Mario Bros.
2,Mahjong
3,Pitfall II: Lost Caverns
4,Donkey Kong
5,Donkey Kong Jr.
6,Popeye
7,Jr. Pac-Man
8,Crystal Castles
9,Midnight Magic
10,Millipede
11,Gremlins
12,Pengo
13,Frostbite
14,Frogger II: Threeedeep!
15,Dolphin
16,Mr. Do!'s Castle
17,Flag Capture
18,Mr. Do!s Castle
