Name
Pokemon Gold/Pokemon Silver
Gran Turismo 2
Final Fantasy VIII
Driver
Super Smash Bros.
Pokemon Stadium
Pokemon Pinball
Donkey Kong 64
Super Mario Bros.
Tony Hawk's Pro Skater
Warzone 2100
Crash Team Racing
Resident Evil 3: Nemesis
Pokemon Snap
Spyro 2: Ripto's Rage!
007: Tomorrow Never Dies
Star Wars Episode I Racer
Syphon Filter
Mario Party 2
Need For Speed: High Stakes
Who wants to be a millionaire
Yu-Gi-Oh! Forbidden Memories
Hot Shots Golf 2
The Legend of Dragoon
Chrono Cross
NFL GameDay 2000
Star Wars Episode I: The Phantom Menace
Jampack Winter '99
Tom Clancy's Rainbow Six
Ape Escape
Silent Hill
NASCAR 2000
Command & Conquer: Tiberian Sun
WWF WrestleMania 2000
Mario Golf
Namco Museum 64
Frogger 2: Swampy's Revenge
Triple Play 2000
Knockout Kings 2000
Dance Dance Revolution (Japan)
Rugrats Studio Tour
Digimon World
Army Men 3D
Twisted Metal 4
Game & Watch Gallery 3
Star Wars Episode 1: Jedi Power Battles
NFL 2K
The Dukes of Hazzard: Racing for Home
Metal Gear Solid VR Missions
Shenmue
Jet Force Gemini
Derby Stallion 99
Legend of Mana
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories
Doko Demo Issyo
Championship Manager 99/00
Hot Wheels Turbo Racing
Worms Armageddon
Jampack Summer '99
Dance Dance Revolution 2nd ReMIX
NCAA Football 2000
SaGa Frontier 2
MLB 2000
Toy Story 2: Buzz Lightyear to the Rescue!
SnoCross Championship Racing
Knockout Kings 2000
3Xtreme
Army Men: Air Attack
Q*bert
Ace Combat 3: Electrosphere
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban
Valkyrie Profile
Army Men: Sarge's Heroes
Final Fantasy Anthology
WCW Mayhem
Marvel vs. Capcom: Clash of Super Heroes
Need for Speed: Porsche Unleashed
Dragon Warrior I&II
Jet Moto 3
Croc 2
Test Drive 6
LEGO Racers
WWF Attitude
Wild ARMs 2
Pro Pinball: Big Race USA
World of Dragon Warrior - Torneko: The Last Hope
Tom Clancy's Rainbow Six
Castlevania
Rayman 2: The Great Escape
Sim Theme Park
Beetle Adventure Racing!
Bass Landing
Tomb Raider Chronicles
Madden NFL 2000
Ready 2 Rumble Boxing
Barbie: Race & Ride
Parasite Eve II
NFL Blitz 2000
Army Men: Sarge's Heroes
Resident Evil 2
NBA Showtime: NBA on NBC
Fighting Force 2
SD Gundam G Generation Zero
Medarot 2: Kabuto / Kuwagata Version
Gauntlet Legends
Pachi-Slot Aruze Oukoku 2
Gex 3: Deep Cover Gecko
NASCAR 2000
Seaman
The Grinch
Mission: Impossible
Front Mission 3
Omega Boost
Rugrats: Scavenger Hunt
International Superstar Soccer 2000 (All region sales)
Die Hard Trilogy 2: Viva Las Vegas
Yu-Gi-Oh! Forbidden Memories (JP sales)
ECW Hardcore Revolution
Harvest Moon 64
Vigilante 8: 2nd Offense
NFL Xtreme 2
Momotarou Dentetsu V
MTV Music Generator
Razor Freestyle Scooter
Hydro Thunder
Bloody Roar II
Missile Command
Final Fantasy Collection
NBA Live 2000
Chocobo Racing
The X Files
Arc the Lad III
Jikkyou Powerful Pro Yakyuu 6
Sega Rally Championship 2
Grudge Warriors
Ogre Battle 64: Person of Lordly Caliber
Superman: The New Superman Adventures
Densha De Go! 2
NBA ShootOut 2000
NCAA GameBreaker 2000
NFL Quarterback Club 2000
RR64: Ridge Racer 64
Bugs Bunny: Lost in Time
Road Rash: Jailbreak
You Don't Know Jack
All-Star Baseball 2000
BattleTanx: Global Assault
Tokimeki Memorial 2
MediEvil II
NCAA Final Four 2000
Turok: Rage Wars
Bottom of the 9th
LEGO Racers
J-League Pro Soccer Club o Tsukurou!
Lunar 2: Eternal Blue Complete
SoulCalibur
WipEout 3
BeatMania Append GottaMix
World Stadium 3
Championship Bass
Harvest Moon: Back to Nature
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!
Virtua Striker 2
Mario Golf
Super Robot Taisen Complete Box
Hot Wheels Turbo Racing
Bass Hunter 64
40 Winks
A Collection of Classic Games from the Intellivision
Quake II
Monster Truck Madness 64
Hamster Tarou
Fisherman's Bait 2: Big Ol' Bass
Jeremy McGrath Supercross 2000
Supercross 2000
Ken Griffey Jr.'s Slugfest
The New Tetris
Xena: Warrior Princess - The Talisman of Fate
Tomba! 2: The Evil Swine Return
BeatMania Append 4thMix: The beat goes on
Digimon Adventure: Anode Tamer
Triple Play 2000
Shadow Man
Command & Conquer
Superbike 2000
Alundra 2: A New Legend Begins
Jikkyou Powerful Pro Yakyuu '99 Ketteiban
Bust A Groove 2
Armorines: Project S.W.A.R.M.
Duke Nukem: Zero Hour
Armored Core: Master of Arena
Fire Emblem: Thracia 776
NHL Rock the Rink
Crusaders of Might and Magic
Scrabble
NBA Courtside 2 featuring Kobe Bryant
Hybrid Heaven
NBA Showtime: NBA on NBC
Grandia
Dune 2000
Guitar Freaks
Paperboy
South Park: Chef's Luv Shack
Road Rash 64
Pro Yakyuu Team o Tsukurou!
Super Robot Taisen F Kanketsuhen
Barbie Super Sports
Rampage 2: Universal Tour
Sports Car GT
Jackie Chan: Stuntmaster
WCW Backstage Assault
Gex 3: Deep Cover Gecko
WinBack: Covert Operations
Monopoly
Threads of Fate
Rollcage
Super Robot Taisen 64
Roadsters 99
Nobunaga no Yabou: Reppuuden
Fire ProWrestling G
Sesame Street: Elmo's Number Journey
Big Air
Gallop Racer
Chocobo no Fushigi Dungeon for WonderSwan
International Superstar Soccer 2000 (JP weekly sales)
Re-Volt
Sesame Street: Elmo's Letter Adventure
Shadow Madness
Power Pro Kun Pocket
Space Battleship Yamato: Harukanaru Hoshi Iscandar
Sound Novel Evolution 1: Otogirisou Sosei-Hen
Tokyo Xtreme Racer
Glover
Bomberman 64: The Second Attack!
World Driver Championship
Destruction Derby 64
Space Invaders
California Speed
Asteroids Hyper 64
Racing Lagoon
Muppet RaceMania
Disney's Story Studio: Disney's Mulan
Winning Post 4
Galerians
Shin Megami Tensei: Devil Summoner - Soul Hackers
Bassmasters 2000
Micro Machines 64 Turbo
Eternal Eyes
Detective Barbie: The Mystery Cruise
To Heart
Castlevania: Legacy of Darkness
NBA Jam 2000
Surf Riders
Zen-Nippon Pro Wrestling: Ouja no Kon
Harvest Moon 2 GBC
Rocket: Robot on Wheels
Densha De Go! 64
Earthworm Jim 3D
BoomBots
International Track & Field 2000
ECW Anarchy Rulz
Top Gear Rally 2
Fighting Force 64
Snowboard Kids 2
Tonic Trouble
Nuclear Strike 64
Breakout
Tyco RC: Assault with a Battery
Arcade Party Pak
Railroad Tycoon II
Black Bass with Blue Marlin
Metal Gear Solid Integral
Woody Woodpecker Racing
Digimon Digital Card Battle
Vandal Hearts II
The King of Fighters: Dream Match 1999
Blue Stinger
Urban Chaos
3D Tank Warfare Simulator Panzer Front
Gekido
Marvel vs. Capcom: Clash of Super Heroes
LEGO Rock Raiders
Age of Empires II: The Age of Kings
Derby Stallion
Sega Bass Fishing
Koudelka
The King of Fighters '98: Dream Match Never Ends
Final Fantasy VI
Incredible Crisis
Shadowgate 64: Trials of the Four Towers
Dragon Valor
Neon Genesis Evangelion
Top Gear Hyper-Bike
Brunswick Circuit Pro Bowling
Killer Loop
G-Police: Weapons of Justice
Interplay Sports Baseball 2000
Dungeon Keeper 2
Fatal Fury: Wild Ambition
Bass Rise
Expendable
NHL Blades of Steel '99
Fighter Destiny 2
All Star Tennis 99
Dead in the Water
NBA 2K
Saiyuki: Journey West
Test Drive Le Mans
The Misadventures of Tron Bonne
Choro Q 64 2: Hacha Mecha Grand Prix Race
Rat Attack!
Monaco Grand Prix
Worms Armageddon
Rally Challenge 2000
PD Ultraman Battle Collection 64
NHL Blades of Steel 2000
Ballistic
Countdown Vampires
Battle Hunter
Konami Arcade Classics
Mr. Driller
Deception III: Dark Delusion
Dancing Blade II: Tears of Eden
Charlie Blasts Territory
Renegade Racers
Board Game: Top Shop
RayCrisis: Series Termination
Jojo's Bizarre Adventure
Super Bowling
Silent Bomber
The Longest Journey
Iron Soldier 3
Legoland
Vanark
K-1 Grand Prix
Builder's Block
Samurai Shodown: Warrios Rage
Carmageddon 64
Builders Block
Jikkyou Powerful Pro Yakyuu 99 Kaimakuban
Jikkyou Powerful Pro Yakyuu 99 Ketteiban
Jojos Bizarre Adventure
Legacy of Kain: Soul Reaver
Ken Griffey Jr.s Slugfest
South Park: Chefs Luv Shack
Jampack Summer 99
Fishermans Bait 2: Big Ol Bass
Jagged Alliance 2
Frogger 2: Swampys Revenge
Lemmings Revolution
Army Men: Sarges Heroes
Tom Clancys Rainbow Six
Jampack Winter 99
Sesame Street: Elmos Letter Adventure
Sesame Street: Elmos Number Journey
Tony Hawks Pro Skater
You Dont Know Jack
Spyro 2: Riptos Rage!
Aliens versus Predator
NHL Blades of Steel 99
The King of Fighters 98: Dream Match Never Ends
