Name
Tetris
Super Mario Land
Dr. Mario
Teenage Mutant Ninja Turtles
Golf
Tennis
Alleyway
Disney's DuckTales
Baseball
Yakuman
SolarStriker
The Final Fantasy Legend
Famicom Jump: Eiyuu Retsuden
Castlevania III: Dracula's Curse
Double Dragon
Klax
Adventures of Lolo
Castlevania III: Draculas Curse
